path,name,class,stem,group,split
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (437)_g587_original.jpg,image (437)_g587_original.jpg,Apple_scab,image (437)_g587_original,image (437),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (269)_g1100_shear.jpg,image (269)_g1100_shear.jpg,Apple_scab,image (269)_g1100_shear,image (269),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (579)_g14_crop.jpg,image (579)_g14_crop.jpg,Apple_scab,image (579)_g14_crop,image (579),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (237)_g136_rotate.jpg,image (237)_g136_rotate.jpg,Apple_scab,image (237)_g136_rotate,image (237),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (5)_g1526_rotate.jpg,image (5)_g1526_rotate.jpg,Apple_scab,image (5)_g1526_rotate,image (5),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (548)_g1609_crop.jpg,image (548)_g1609_crop.jpg,Apple_scab,image (548)_g1609_crop,image (548),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (55)_g1267_shear.jpg,image (55)_g1267_shear.jpg,Apple_scab,image (55)_g1267_shear,image (55),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (322)_g424_original.jpg,image (322)_g424_original.jpg,Apple_scab,image (322)_g424_original,image (322),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (327)_g894_rotate.jpg,image (327)_g894_rotate.jpg,Apple_scab,image (327)_g894_rotate,image (327),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (382)_g658_shear.jpg,image (382)_g658_shear.jpg,Apple_scab,image (382)_g658_shear,image (382),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (98)_g121_rotate.jpg,image (98)_g121_rotate.jpg,Apple_scab,image (98)_g121_rotate,image (98),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (551)_g973_distortion.jpg,image (551)_g973_distortion.jpg,Apple_scab,image (551)_g973_distortion,image (551),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (578)_g40_flip.jpg,image (578)_g40_flip.jpg,Apple_scab,image (578)_g40_flip,image (578),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (272)_g1181_shear.jpg,image (272)_g1181_shear.jpg,Apple_scab,image (272)_g1181_shear,image (272),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (220)_g84_shear.jpg,image (220)_g84_shear.jpg,Apple_scab,image (220)_g84_shear,image (220),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (500)_g1085_distortion.jpg,image (500)_g1085_distortion.jpg,Apple_scab,image (500)_g1085_distortion,image (500),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (239)_g252_crop.jpg,image (239)_g252_crop.jpg,Apple_scab,image (239)_g252_crop,image (239),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (514)_g1401_flip.jpg,image (514)_g1401_flip.jpg,Apple_scab,image (514)_g1401_flip,image (514),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (331)_g394_original.jpg,image (331)_g394_original.jpg,Apple_scab,image (331)_g394_original,image (331),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (290)_g1269_distortion.jpg,image (290)_g1269_distortion.jpg,Apple_scab,image (290)_g1269_distortion,image (290),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (190)_g1453_shear.jpg,image (190)_g1453_shear.jpg,Apple_scab,image (190)_g1453_shear,image (190),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (154)_g200_flip.jpg,image (154)_g200_flip.jpg,Apple_scab,image (154)_g200_flip,image (154),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (84)_g693_shear.jpg,image (84)_g693_shear.jpg,Apple_scab,image (84)_g693_shear,image (84),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (317)_g1012_distortion.jpg,image (317)_g1012_distortion.jpg,Apple_scab,image (317)_g1012_distortion,image (317),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (437)_g587_crop.jpg,image (437)_g587_crop.jpg,Apple_scab,image (437)_g587_crop,image (437),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (404)_g1440_original.jpg,image (404)_g1440_original.jpg,Apple_scab,image (404)_g1440_original,image (404),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (547)_g1081_original.jpg,image (547)_g1081_original.jpg,Apple_scab,image (547)_g1081_original,image (547),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (538)_g1019_rotate.jpg,image (538)_g1019_rotate.jpg,Apple_scab,image (538)_g1019_rotate,image (538),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (263)_g378_crop.jpg,image (263)_g378_crop.jpg,Apple_scab,image (263)_g378_crop,image (263),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (602)_g1454_distortion.jpg,image (602)_g1454_distortion.jpg,Apple_scab,image (602)_g1454_distortion,image (602),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (67)_g976_flip.jpg,image (67)_g976_flip.jpg,Apple_scab,image (67)_g976_flip,image (67),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (396)_g883_original.jpg,image (396)_g883_original.jpg,Apple_scab,image (396)_g883_original,image (396),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (282)_g723_flip.jpg,image (282)_g723_flip.jpg,Apple_scab,image (282)_g723_flip,image (282),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (62)_g888_crop.jpg,image (62)_g888_crop.jpg,Apple_scab,image (62)_g888_crop,image (62),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (253)_g57_distortion.jpg,image (253)_g57_distortion.jpg,Apple_scab,image (253)_g57_distortion,image (253),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (144)_g115_distortion.jpg,image (144)_g115_distortion.jpg,Apple_scab,image (144)_g115_distortion,image (144),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (210)_g95_original.jpg,image (210)_g95_original.jpg,Apple_scab,image (210)_g95_original,image (210),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (627)_g255_shear.jpg,image (627)_g255_shear.jpg,Apple_scab,image (627)_g255_shear,image (627),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (617)_g1357_original.jpg,image (617)_g1357_original.jpg,Apple_scab,image (617)_g1357_original,image (617),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (574)_g1028_shear.jpg,image (574)_g1028_shear.jpg,Apple_scab,image (574)_g1028_shear,image (574),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (574)_g1028_original.jpg,image (574)_g1028_original.jpg,Apple_scab,image (574)_g1028_original,image (574),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (626)_g1118_original.jpg,image (626)_g1118_original.jpg,Apple_scab,image (626)_g1118_original,image (626),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (289)_g356_flip.jpg,image (289)_g356_flip.jpg,Apple_scab,image (289)_g356_flip,image (289),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (209)_g1598_shear.jpg,image (209)_g1598_shear.jpg,Apple_scab,image (209)_g1598_shear,image (209),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (154)_g1458_distortion.jpg,image (154)_g1458_distortion.jpg,Apple_scab,image (154)_g1458_distortion,image (154),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (416)_g1427_rotate.jpg,image (416)_g1427_rotate.jpg,Apple_scab,image (416)_g1427_rotate,image (416),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (505)_g245_crop.jpg,image (505)_g245_crop.jpg,Apple_scab,image (505)_g245_crop,image (505),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (1)_g1604_rotate.jpg,image (1)_g1604_rotate.jpg,Apple_scab,image (1)_g1604_rotate,image (1),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (528)_g1565_crop.jpg,image (528)_g1565_crop.jpg,Apple_scab,image (528)_g1565_crop,image (528),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (40)_g1282_flip.jpg,image (40)_g1282_flip.jpg,Apple_scab,image (40)_g1282_flip,image (40),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (33)_g1519_original.jpg,image (33)_g1519_original.jpg,Apple_scab,image (33)_g1519_original,image (33),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (365)_g297_rotate.jpg,image (365)_g297_rotate.jpg,Apple_scab,image (365)_g297_rotate,image (365),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (65)_g919_distortion.jpg,image (65)_g919_distortion.jpg,Apple_scab,image (65)_g919_distortion,image (65),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (181)_g479_rotate.jpg,image (181)_g479_rotate.jpg,Apple_scab,image (181)_g479_rotate,image (181),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (307)_g35_original.jpg,image (307)_g35_original.jpg,Apple_scab,image (307)_g35_original,image (307),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (220)_g84_crop.jpg,image (220)_g84_crop.jpg,Apple_scab,image (220)_g84_crop,image (220),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (108)_g1011_shear.jpg,image (108)_g1011_shear.jpg,Apple_scab,image (108)_g1011_shear,image (108),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (91)_g838_distortion.jpg,image (91)_g838_distortion.jpg,Apple_scab,image (91)_g838_distortion,image (91),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (417)_g1168_original.jpg,image (417)_g1168_original.jpg,Apple_scab,image (417)_g1168_original,image (417),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (156)_g411_shear.jpg,image (156)_g411_shear.jpg,Apple_scab,image (156)_g411_shear,image (156),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (336)_g794_shear.jpg,image (336)_g794_shear.jpg,Apple_scab,image (336)_g794_shear,image (336),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (432)_g1481_rotate.jpg,image (432)_g1481_rotate.jpg,Apple_scab,image (432)_g1481_rotate,image (432),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (87)_g545_original.jpg,image (87)_g545_original.jpg,Apple_scab,image (87)_g545_original,image (87),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (310)_g69_shear.jpg,image (310)_g69_shear.jpg,Apple_scab,image (310)_g69_shear,image (310),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (571)_g1358_rotate.jpg,image (571)_g1358_rotate.jpg,Apple_scab,image (571)_g1358_rotate,image (571),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (177)_g526_rotate.jpg,image (177)_g526_rotate.jpg,Apple_scab,image (177)_g526_rotate,image (177),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (462)_g1362_distortion.jpg,image (462)_g1362_distortion.jpg,Apple_scab,image (462)_g1362_distortion,image (462),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (225)_g755_distortion.jpg,image (225)_g755_distortion.jpg,Apple_scab,image (225)_g755_distortion,image (225),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (285)_g821_shear.jpg,image (285)_g821_shear.jpg,Apple_scab,image (285)_g821_shear,image (285),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (520)_g158_flip.jpg,image (520)_g158_flip.jpg,Apple_scab,image (520)_g158_flip,image (520),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (496)_g1162_crop.jpg,image (496)_g1162_crop.jpg,Apple_scab,image (496)_g1162_crop,image (496),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (100)_g1572_original.jpg,image (100)_g1572_original.jpg,Apple_scab,image (100)_g1572_original,image (100),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (607)_g179_shear.jpg,image (607)_g179_shear.jpg,Apple_scab,image (607)_g179_shear,image (607),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (389)_g1472_rotate.jpg,image (389)_g1472_rotate.jpg,Apple_scab,image (389)_g1472_rotate,image (389),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (598)_g19_crop.jpg,image (598)_g19_crop.jpg,Apple_scab,image (598)_g19_crop,image (598),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (1)_g1604_shear.jpg,image (1)_g1604_shear.jpg,Apple_scab,image (1)_g1604_shear,image (1),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (314)_g1345_original.jpg,image (314)_g1345_original.jpg,Apple_scab,image (314)_g1345_original,image (314),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (84)_g693_rotate.jpg,image (84)_g693_rotate.jpg,Apple_scab,image (84)_g693_rotate,image (84),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (343)_g1509_crop.jpg,image (343)_g1509_crop.jpg,Apple_scab,image (343)_g1509_crop,image (343),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (252)_g1280_rotate.jpg,image (252)_g1280_rotate.jpg,Apple_scab,image (252)_g1280_rotate,image (252),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (320)_g151_original.jpg,image (320)_g151_original.jpg,Apple_scab,image (320)_g151_original,image (320),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (407)_g800_flip.jpg,image (407)_g800_flip.jpg,Apple_scab,image (407)_g800_flip,image (407),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (531)_g1562_distortion.jpg,image (531)_g1562_distortion.jpg,Apple_scab,image (531)_g1562_distortion,image (531),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (44)_g1_distortion.jpg,image (44)_g1_distortion.jpg,Apple_scab,image (44)_g1_distortion,image (44),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (513)_g300_distortion.jpg,image (513)_g300_distortion.jpg,Apple_scab,image (513)_g300_distortion,image (513),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (274)_g799_crop.jpg,image (274)_g799_crop.jpg,Apple_scab,image (274)_g799_crop,image (274),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (37)_g322_distortion.jpg,image (37)_g322_distortion.jpg,Apple_scab,image (37)_g322_distortion,image (37),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (392)_g624_shear.jpg,image (392)_g624_shear.jpg,Apple_scab,image (392)_g624_shear,image (392),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (185)_g415_rotate.jpg,image (185)_g415_rotate.jpg,Apple_scab,image (185)_g415_rotate,image (185),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (175)_g1567_shear.jpg,image (175)_g1567_shear.jpg,Apple_scab,image (175)_g1567_shear,image (175),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (30)_g1258_original.jpg,image (30)_g1258_original.jpg,Apple_scab,image (30)_g1258_original,image (30),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (469)_g1411_rotate.jpg,image (469)_g1411_rotate.jpg,Apple_scab,image (469)_g1411_rotate,image (469),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (367)_g423_distortion.jpg,image (367)_g423_distortion.jpg,Apple_scab,image (367)_g423_distortion,image (367),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (455)_g564_original.jpg,image (455)_g564_original.jpg,Apple_scab,image (455)_g564_original,image (455),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (521)_g194_distortion.jpg,image (521)_g194_distortion.jpg,Apple_scab,image (521)_g194_distortion,image (521),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (181)_g479_flip.jpg,image (181)_g479_flip.jpg,Apple_scab,image (181)_g479_flip,image (181),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (313)_g352_rotate.jpg,image (313)_g352_rotate.jpg,Apple_scab,image (313)_g352_rotate,image (313),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (107)_g540_original.jpg,image (107)_g540_original.jpg,Apple_scab,image (107)_g540_original,image (107),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (137)_g156_shear.jpg,image (137)_g156_shear.jpg,Apple_scab,image (137)_g156_shear,image (137),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (441)_g1593_shear.jpg,image (441)_g1593_shear.jpg,Apple_scab,image (441)_g1593_shear,image (441),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (575)_g617_rotate.jpg,image (575)_g617_rotate.jpg,Apple_scab,image (575)_g617_rotate,image (575),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (21)_g1588_flip.jpg,image (21)_g1588_flip.jpg,Apple_scab,image (21)_g1588_flip,image (21),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (506)_g160_rotate.jpg,image (506)_g160_rotate.jpg,Apple_scab,image (506)_g160_rotate,image (506),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (619)_g1116_rotate.jpg,image (619)_g1116_rotate.jpg,Apple_scab,image (619)_g1116_rotate,image (619),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (279)_g81_flip.jpg,image (279)_g81_flip.jpg,Apple_scab,image (279)_g81_flip,image (279),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (525)_g1022_shear.jpg,image (525)_g1022_shear.jpg,Apple_scab,image (525)_g1022_shear,image (525),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (28)_g427_original.jpg,image (28)_g427_original.jpg,Apple_scab,image (28)_g427_original,image (28),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (6)_g217_rotate.jpg,image (6)_g217_rotate.jpg,Apple_scab,image (6)_g217_rotate,image (6),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (18)_g580_distortion.jpg,image (18)_g580_distortion.jpg,Apple_scab,image (18)_g580_distortion,image (18),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (301)_g496_shear.jpg,image (301)_g496_shear.jpg,Apple_scab,image (301)_g496_shear,image (301),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (322)_g424_distortion.jpg,image (322)_g424_distortion.jpg,Apple_scab,image (322)_g424_distortion,image (322),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (323)_g1533_flip.jpg,image (323)_g1533_flip.jpg,Apple_scab,image (323)_g1533_flip,image (323),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (626)_g489_original.jpg,image (626)_g489_original.jpg,Apple_scab,image (626)_g489_original,image (626),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (154)_g200_original.jpg,image (154)_g200_original.jpg,Apple_scab,image (154)_g200_original,image (154),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (626)_g489_shear.jpg,image (626)_g489_shear.jpg,Apple_scab,image (626)_g489_shear,image (626),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (373)_g438_rotate.jpg,image (373)_g438_rotate.jpg,Apple_scab,image (373)_g438_rotate,image (373),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (532)_g1243_distortion.jpg,image (532)_g1243_distortion.jpg,Apple_scab,image (532)_g1243_distortion,image (532),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (96)_g168_flip.jpg,image (96)_g168_flip.jpg,Apple_scab,image (96)_g168_flip,image (96),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (131)_g124_original.jpg,image (131)_g124_original.jpg,Apple_scab,image (131)_g124_original,image (131),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (145)_g1413_crop.jpg,image (145)_g1413_crop.jpg,Apple_scab,image (145)_g1413_crop,image (145),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (115)_g714_original.jpg,image (115)_g714_original.jpg,Apple_scab,image (115)_g714_original,image (115),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (391)_g480_flip.jpg,image (391)_g480_flip.jpg,Apple_scab,image (391)_g480_flip,image (391),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (528)_g1565_rotate.jpg,image (528)_g1565_rotate.jpg,Apple_scab,image (528)_g1565_rotate,image (528),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (618)_g962_rotate.jpg,image (618)_g962_rotate.jpg,Apple_scab,image (618)_g962_rotate,image (618),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (564)_g521_shear.jpg,image (564)_g521_shear.jpg,Apple_scab,image (564)_g521_shear,image (564),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (495)_g1331_flip.jpg,image (495)_g1331_flip.jpg,Apple_scab,image (495)_g1331_flip,image (495),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (541)_g281_crop.jpg,image (541)_g281_crop.jpg,Apple_scab,image (541)_g281_crop,image (541),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (243)_g1064_flip.jpg,image (243)_g1064_flip.jpg,Apple_scab,image (243)_g1064_flip,image (243),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (530)_g1073_distortion.jpg,image (530)_g1073_distortion.jpg,Apple_scab,image (530)_g1073_distortion,image (530),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (517)_g28_crop.jpg,image (517)_g28_crop.jpg,Apple_scab,image (517)_g28_crop,image (517),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (116)_g477_original.jpg,image (116)_g477_original.jpg,Apple_scab,image (116)_g477_original,image (116),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (576)_g430_flip.jpg,image (576)_g430_flip.jpg,Apple_scab,image (576)_g430_flip,image (576),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (229)_g1483_original.jpg,image (229)_g1483_original.jpg,Apple_scab,image (229)_g1483_original,image (229),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (614)_g541_flip.jpg,image (614)_g541_flip.jpg,Apple_scab,image (614)_g541_flip,image (614),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (503)_g287_shear.jpg,image (503)_g287_shear.jpg,Apple_scab,image (503)_g287_shear,image (503),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (92)_g814_flip.jpg,image (92)_g814_flip.jpg,Apple_scab,image (92)_g814_flip,image (92),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (434)_g1172_flip.jpg,image (434)_g1172_flip.jpg,Apple_scab,image (434)_g1172_flip,image (434),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (389)_g1472_original.jpg,image (389)_g1472_original.jpg,Apple_scab,image (389)_g1472_original,image (389),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (58)_g1262_distortion.jpg,image (58)_g1262_distortion.jpg,Apple_scab,image (58)_g1262_distortion,image (58),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (607)_g179_original.jpg,image (607)_g179_original.jpg,Apple_scab,image (607)_g179_original,image (607),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (599)_g1478_rotate.jpg,image (599)_g1478_rotate.jpg,Apple_scab,image (599)_g1478_rotate,image (599),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (526)_g1569_shear.jpg,image (526)_g1569_shear.jpg,Apple_scab,image (526)_g1569_shear,image (526),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (234)_g1121_distortion.jpg,image (234)_g1121_distortion.jpg,Apple_scab,image (234)_g1121_distortion,image (234),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (571)_g729_distortion.jpg,image (571)_g729_distortion.jpg,Apple_scab,image (571)_g729_distortion,image (571),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (460)_g1557_distortion.jpg,image (460)_g1557_distortion.jpg,Apple_scab,image (460)_g1557_distortion,image (460),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (455)_g1193_original.jpg,image (455)_g1193_original.jpg,Apple_scab,image (455)_g1193_original,image (455),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (5)_g268_distortion.jpg,image (5)_g268_distortion.jpg,Apple_scab,image (5)_g268_distortion,image (5),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (382)_g658_crop.jpg,image (382)_g658_crop.jpg,Apple_scab,image (382)_g658_crop,image (382),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (495)_g1331_crop.jpg,image (495)_g1331_crop.jpg,Apple_scab,image (495)_g1331_crop,image (495),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (511)_g1133_crop.jpg,image (511)_g1133_crop.jpg,Apple_scab,image (511)_g1133_crop,image (511),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (141)_g994_rotate.jpg,image (141)_g994_rotate.jpg,Apple_scab,image (141)_g994_rotate,image (141),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (509)_g804_crop.jpg,image (509)_g804_crop.jpg,Apple_scab,image (509)_g804_crop,image (509),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (564)_g521_distortion.jpg,image (564)_g521_distortion.jpg,Apple_scab,image (564)_g521_distortion,image (564),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (277)_g1459_rotate.jpg,image (277)_g1459_rotate.jpg,Apple_scab,image (277)_g1459_rotate,image (277),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (344)_g667_distortion.jpg,image (344)_g667_distortion.jpg,Apple_scab,image (344)_g667_distortion,image (344),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (177)_g526_distortion.jpg,image (177)_g526_distortion.jpg,Apple_scab,image (177)_g526_distortion,image (177),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (340)_g1302_original.jpg,image (340)_g1302_original.jpg,Apple_scab,image (340)_g1302_original,image (340),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (627)_g255_original.jpg,image (627)_g255_original.jpg,Apple_scab,image (627)_g255_original,image (627),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (180)_g553_distortion.jpg,image (180)_g553_distortion.jpg,Apple_scab,image (180)_g553_distortion,image (180),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (562)_g918_original.jpg,image (562)_g918_original.jpg,Apple_scab,image (562)_g918_original,image (562),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (209)_g969_original.jpg,image (209)_g969_original.jpg,Apple_scab,image (209)_g969_original,image (209),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (23)_g1504_rotate.jpg,image (23)_g1504_rotate.jpg,Apple_scab,image (23)_g1504_rotate,image (23),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (379)_g1522_original.jpg,image (379)_g1522_original.jpg,Apple_scab,image (379)_g1522_original,image (379),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (363)_g556_flip.jpg,image (363)_g556_flip.jpg,Apple_scab,image (363)_g556_flip,image (363),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (164)_g1188_flip.jpg,image (164)_g1188_flip.jpg,Apple_scab,image (164)_g1188_flip,image (164),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (72)_g232_crop.jpg,image (72)_g232_crop.jpg,Apple_scab,image (72)_g232_crop,image (72),train
/home/andres/leaffliction/augmented_directory/train/Apple_scab/image (318)_g851_distortion.jpg,image (318)_g851_distortion.jpg,Apple_scab,image (318)_g851_distortion,image (318),train
